Gene	FBgene	GeneSymbol	BackgroundTest	OmegaTest	K	Pvalue
OG_25783	-	OG_25783	0.0428160074341	0.100890639657	0.524706140282	0.0593896556239
OG_9658	-	MAAI2	0.0128290423455	0.0369278378564	0.606402850892	0.00891227594389
OG_9218	-	GP108	0.0440707542344	0.0935889943795	0.693820977907	6.81866215935e-06
OG_13156	-	FLOT1	0.012184310666	0.0169338632369	0.918547476052	0.30192859015
OG_13464	-	OG_13464	1.29292766225	0.701786535939	0.712806440346	0.0828046838839
OG_6170	FBgn0010380	AP-1-2beta	0.0247462612156	0.0354620721963	0.837730107148	0.0136302172591
OG_102	FBgn0037440	CRAT	0.140302702986	0.18403524953	0.767923923871	0.0354859867849
OG_10323	-	MAX	0.0208634237317	0.0658944947543	1.05389773829	0.722111774346
OG_13159	-	SIGA	0.149420951166	0.239765161067	0.510073899976	0.001499536905
OG_26652	-	XPR1	0.0263489802265	0.0763414565123	0.1078904087	8.57062365522e-09
OG_2423	FBgn0260003	Dys	0.0441946680123	0.0765755646472	0.693779137929	0.0521607316842
OG_12588	-	JNK	0.0538007439907	0.0473509879687	15.2806664445	0.420323928681
OG_2214	FBgn0038418	pad	0.179840376578	0.265684988743	0.689936807648	0.0139994580317
OG_9539	FBgn0035528	CG15012	0.020879435157	0.0197448333697	1.08624894684	0.819649740683
OG_10525	-	BMP7	0.137035387044	0.184847803369	1.57337009124	4.9346462129e-05
OG_30455	-	PPAL	0.141658651594	0.13744726167	10.3849107976	0.682684681284
OG_259	FBgn0015575	alpha-Est7	0.111680745524	0.160675970532	0.547782738409	0.0081806463441
OG_31021	FBgn0001128	Gpdh1	0.0267714354561	0.0302075441841	0.754469133192	0.395688912338
OG_13299	-	RPOC2	0.328609187668	0.441339816493	1.22218288175	0.447576551106
OG_420	FBgn0034166	CG6472	0.0595843570373	0.100743999821	0.699020319353	0.0107026681569
OG_12171	-	CG050	0.159540928321	0.251714882549	0.333607268412	0.129735861974
OG_12124	-	ASGL1	0.0365640172146	0.0813066636758	0.466427783113	0.00141076582714
OG_23152	FBW1B	-	0.0059240571115	0.014371971917	0.74825341225	0.140702921415
OG_12130	-	MCA3	0.127499153714	0.204036411317	0.541450080043	0.000533447800571
OG_9863	-	PARN	0.127096833717	0.300149704399	0.562738049998	9.99200722163e-13
OG_4111	-	OG_4111	0.0945356790371	0.170346106783	12.1347819196	0.240906483999
OG_11406	FBgn0039909	ND-49	0.0581741429705	0.0966395300502	1.36752760815	0.383784600161
OG_6323	-	SADA	0.304605570896	0.296119068399	0.790410409511	0.102735592503
OG_1906	FBgn0032303	CG6508	0.155934716385	0.275682522071	0.6412867446	0.0266257643911
OG_29892	-	OG_29892	0.270621217832	0.309678523787	0.172415419957	0.0953997458759
OG_14442	-	TBX3	0.0433552787798	0.0924909448841	0.506584314359	0.0032368932566
OG_30471	FBgn0263106	DnaJ-1	0.130982952879	0.133805849991	1.03038371112	0.919799669559
OG_11666	-	UFD1	0.0285488670612	0.039452035491	0.288274498573	0.00127091073348
OG_2501	FBgn0034301	CG5756	0.227358766439	0.346453794406	1.06745753257	0.519933100775
OG_2255	FBgn0283680	IP3K2	0.0583740108957	0.0710786243299	0.89189709542	0.746220062024
OG_13844	FBgn0034294	Muc55B	0.431528719467	0.491598488351	0.986116196588	0.894096645849
OG_11555	-	ELOV5	0.0904767245706	0.162324709583	0.176470588235	0.000254406376204
OG_11169	-	OG_11169	0.827379998799	1.7137077172	1.02136115969	0.848131949718
OG_22200	-	PDLI1	0.21729295767	0.333300047957	0.589470899892	2.55553863626e-08
OG_17495	-	OG_17495	0.134169288321	0.159259659099	0.552760239721	0.282408751721
OG_11517	FBgn0045852	ham	0.0838662907659	0.0514002575632	0.0577536385271	0.0173435486066
OG_14413	-	FEND	0.0234675127061	0.0318610364421	0.965142922854	0.84919660998
OG_12024	-	CYNT	0.0484972514066	0.0269392645698	0.998000388555	0.993549390718
OG_11872	-	HETE1	0.0382597917752	0.0919650501548	0.716238625827	0.000460744868937
OG_9628	FBgn0004797	mdy	0.11963990048	0.118898433041	0.709717570506	0.221105113778
OG_22728	-	ERD2	0.0315969236317	0.0349349366002	0.969885492544	0.804114997745
OG_346	FBgn0003275	Polr2F	0.00662307474012	0.0101609257276	0.893307939164	0.679358200948
OG_13352	-	GSHB	0.243397437977	0.374355763577	0.618323379251	0.0447756976792
OG_10012	-	YCB6	0.156737157379	0.134181003307	1.46475831345	0.381162936574
OG_30930	FBgn0037773	CG5359	0.0626585588038	0.104923002267	0.718907327579	0.0649987297863
OG_11723	-	LECA	0.0302075266919	0.042579406364	0.378234292796	0.20503698879
OG_12749	-	ACHA3	0.0335215993366	0.143257801331	0.207520796321	3.89691282576e-08
OG_1799	FBgn0032462	CG16800	0.266991837268	0.389501413765	0.371871176704	0.000111198010379
OG_12697	FBgn0263782	Hmgcr	0.0246771241748	0.0320655097957	0.727660938843	0.271942086774
OG_31059	-	RM52	0.135101473268	0.241528369494	0.655537208932	0.0126183625054
OG_23892	-	HYCD	0.109792839649	0.121207516956	0.917169260536	0.457044777202
OG_125	FBgn0037064	CG9389	0.117888824007	0.241238217603	0.393624678954	0.0019388504882
OG_2357	FBgn0024236	foi	0.0501988948052	0.101430560961	0.746048083838	0.000413080358409
OG_581	FBgn0035480	CG14984	0.146049090151	0.178139965183	0.645494643193	0.246185025467
OG_9901	FBgn0010803	TrpRS	0.0329731234329	0.0366869636506	0.900299019285	0.229069338129
OG_1845	FBgn0035590	Tcs5	0.066743367459	0.114143851404	0.613078984111	0.0228248221414
OG_9806	-	PCLO	0.313485971178	0.411053442474	1.40763751515	0.0234699651144
OG_10535	-	OG_10535	0.141624031143	0.191808262667	0.948402406464	0.805642969991
OG_10200	FBgn0265434	-	0.134801636312	0.169476255064	0.959098307252	0.818839782029
OG_8655	FBgn0037330	mRpL44	0.109671128	0.217770556329	0.553458563155	0.00427370486781
OG_13051	-	OG_13051	0.271573483531	0.226643388816	0.887650455205	0.322127267405
OG_23874	-	KORA	0.0199899033458	0.0156028893896	1.08692907547	0.643697803783
OG_9141	FBgn0010774	Ref1	0.0431423360223	0.0613357978264	0.79980172032	0.0601502665995
OG_6290	FBgn0041246	Gr32a	0.171535730469	0.288394448936	0.559370282661	0.00148567548461
OG_10018	FBgn0001105	Gbeta13F	0.021429641938	0.0339843320969	1.0454850186	0.824198040151
OG_27776	-	NDHK	0.0235770019194	0.0596951220098	0.231831695955	0.0377640532023
OG_808	-	OG_808	0.246595403971	0.310596718941	0.826549647471	0.31598184491
OG_9590	FBgn0035853	UbcE2M	0.0156989532075	0.0428904543306	0.129648989656	0.000720810703172
OG_14536	-	AGRG6	0.272666446791	0.223482352377	1.3156074346	0.138061548261
OG_9622	FBgn0052206	CG32206	0.0357773613834	0.0776722286493	0.646505241139	9.75726217722e-06
OG_1791	FBgn0004779	Ccp84Ae	0.228114656407	0.362673156538	1.981900876	0.0944070485872
OG_2063	FBgn0002736	mago	0.0103015293456	0.05065349378	0.650173127883	0.0284098179156
OG_13065	-	CHM4B	0.0256700209234	0.0134433976134	1.20724744244	0.37489247917
OG_1888	FBgn0031871	Fgop2	0.0613901955956	0.0757779494607	0.745569029996	0.0957258164846
OG_9906	-	HARB1	0.105195833598	0.137286429867	0.825500223214	0.0307643131512
OG_575	FBgn0031066	COX6B	0.0247957405578	0.0663781441257	0.617805472507	0.0532410119328
OG_172	FBgn0039958	CG12567	0.0390913465563	0.0591709778831	0.728266826824	0.017083842083
OG_9571	FBgn0000615	exu	0.0435328226628	0.115169936662	0.620002493443	3.05432878944e-06
OG_11656	-	JM703	0.165885973224	0.220085646483	0.967356978725	0.783161052724
OG_14600	-	PDCD7	0.19526135703	0.273630379276	0.938129291892	0.601534797217
OG_8103	FBgn0262733	Src64B	0.00546971897305	0.0216188706088	0.865183041652	0.204667184792
OG_11539	-	HETE1	0.0398058239628	0.0515701036833	0.836029377172	0.116502458419
OG_12153	FBgn0031760	Tsp26A	0.0562282985442	0.0955382213213	0.935278426765	0.710070540266
OG_1401	FBgn0031070	CG12702	0.185778236304	0.236528474039	0.175502915231	0.127914176241
OG_1280	FBgn0262467	Scox	0.0532619017205	0.0745343676038	0.794468797916	0.144488160319
OG_1910	FBgn0031760	Tsp26A	0.0875420546585	0.149307841913	0.611045051621	0.0217373670071
OG_30527	-	SDHB	0.0825749358369	0.140832542683	0.207783416399	0
OG_4555	FBgn0053526	PNUTS	0.0976035007504	0.184607233428	0.748637695873	0.000142339030147
OG_10766	-	KCY2	0.139093588834	0.364689668088	0.165155270146	1.3394213043e-05
OG_1556	FBgn0259749	mmy	0.0533879660812	0.087302194697	0.859064323832	0.0908001499418
OG_28203	FBgn0012036	Aldh	0.0480018935571	0.0494715302894	0.922065501429	0.448519549662
OG_413	FBgn0032886	CG9328	0.131423431585	0.169953905298	1.10002666472	0.755249078828
OG_13121	-	MMGT2	0.0294893083096	0.0502293529376	0.494091011758	0.264419684695
OG_15276	-	SEPT9	0.0549198777936	0.0928452820833	0.87408319618	0.101275002402
OG_1482	FBgn0040337	CG3021	0.078834617937	0.14919254341	0.727824713004	0.0293748209262
OG_627	FBgn0037354	CG12171	0.023805306708	0.0656518474637	0.465632837958	0.000601840871599
OG_12825	-	H2B	0.00179362578773	0.0151046424108	0.662757564802	0.146780983886
OG_30751	-	ISLR	0.0777975302921	0.182692947628	0.626796195712	0.0105682534163
OG_1002	FBgn0261403	sxc	0.0516873173932	0.0756258494359	0.911906771895	0.379249900987
OG_12854	-	OG_12854	0.398100217961	0.762030592577	2.51597300056	0.0241987956867
OG_21568	FBgn0040384	CG32795	0.148719174927	0.3055116114	0.294842353956	0.0274287972641
OG_2496	FBgn0259243	Pka-R1	0.0180810595358	0.022880561398	1.38512322233	0.594461706618
OG_3328	FBgn0037534	Elovl7	0.211339478813	0.443421901142	2.20815200375	0.000641452309644
OG_9998	-	CTRB	0.0878459214699	0.125737787329	2.64945373487	0.00341177073872
OG_9264	FBgn0004364	-	0.197924073363	0.375773867251	0.518010529629	3.93215075167e-05
OG_12188	FBgn0264695	Mhc	0.208949666517	0.315781066816	0.632718253543	0.00273920191029
OG_671	FBgn0033226	puml	0.0504023898389	0.0640557473778	0.930631226803	0.484368963376
OG_17783	-	ATCL	0.181651174532	0.225923134968	0.882446026406	0.740787676328
OG_1042	-	CITB	0.112161336055	0.273610498465	2.27893972347	0.00125679675211
OG_14349	-	NAA50	0.0203601465287	0.0547527227811	0.720576224592	0.0476635564829
OG_10129	-	ATE1	0.117371370058	0.209741935566	0.898803469215	0.255893615358
OG_9017	-	RSBNL	0.0778938153146	0.0942141072709	0.85116692849	0.163126833807
OG_14430	-	RAB3	0.01765959408	0.05534312392	1.00885342928	0.971687624238
OG_8918	FBgn0038947	Sar1	0.0137957883367	0.0155425670424	1.63789400049	0.433178753852
OG_8113	FBgn0039818	CG11318	0.0512893226692	0.0539631850526	1.21537219449	0.32575648737
OG_13224	-	NTAQ1	0.0582585130103	0.0850723574431	0.611885556892	0.446806641582
OG_11916	-	U119B	0.0339947850272	0.0434625447729	0.988558072329	0.927926588823
OG_9437	FBgn0037728	p23	0.0841243006255	0.147647392777	0.654374482315	0.00453484292079
OG_10173	FBgn0034661	tpr	0.103942161575	0.11165024649	0.983539623538	0.881295317436
OG_11591	FBgn0011259	Sema1a	0.0607241330486	0.0970505631048	0.881971109951	0.0329934660094
OG_16665	-	NDC1	0.0819619652282	0.143049494198	0.692206153975	0.00193100166962
OG_10920	-	CHCH1	0.0456883247073	0.0889955601654	0.732946174197	0.13897391885
OG_18587	-	FOXB1	0.0434785818955	0.0708806334058	0.814030561914	0.0667660517188
OG_11821	-	PTN13	0.0871576365475	0.138000863627	0.773446354887	0.00130287812249
OG_11533	-	HYLS1	0.169310852721	0.255392800464	0.664493552608	0.0123072293228
OG_12416	-	LOZEN	0.0393525300534	0.0525967588288	0.767691621557	0.027302444805
OG_2894	-	Y212	0.175749789534	0.201075687295	0.704820930383	0.298720602638
OG_14520	-	NDUA9	0.0651370789315	0.114185485504	0.733466932236	0.0105825189967
OG_2633	FBgn0003479	spn-A	0.178870117874	0.291462254719	0.661967063333	0.0297385682011
OG_13318	-	IPKA	0.0552008138382	0.121149443565	8.54441984743	0.00912058873548
OG_10267	FBgn0037611	CG11755	0.134107220331	0.190878937787	0.454697313169	0.577111640238
OG_8136	FBgn0013770	Cp1	0.0968896464129	0.175453719587	0.693428846815	0.0133929605176
OG_2436	-	OG_2436	0.215515932691	0.219294222444	1.10233060232	0.729110298981
OG_12187	-	TIM8A	0.040499756173	0.10200329197	0.528078367771	0.269478438692
OG_10274	FBgn0032635	CG15141	0.203195267434	0.362063531851	0.419295825412	6.91186420321e-07
OG_1547	FBgn0031876	Atac1	0.129954879397	0.230073573574	0.296926446135	0.00546739159684
OG_6243	FBgn0039228	CG6980	0.111312122178	0.199451754155	0.632252928698	0.0166548993669
OG_12531	-	OG_12531	0.288901146812	0.238570258048	1.10118393381	0.57887639521
OG_10081	FBgn0010452	trn	0.0610529041839	0.0506234172867	1.21201033035	0.269164652383
OG_349	FBgn0015278	Pi3K68D	0.0132097553922	0.0415079620629	0.68332100177	0.00639445619789
OG_11407	-	DYH5	0.031054375222	0.0575070984929	0.767371395431	0.00333641357225
OG_1918	FBgn0038739	CG4686	0.049116424461	0.14653211923	0.540106468523	0.00214458013921
OG_8790	-	GPHR	0.0198723354112	0.0389910082382	0.83607888611	0.142425341388
OG_14335	-	NOC41	0.047361044563	0.0863220044604	0.427000466331	0.000926982465924
OG_13195	FBgn0051184	LSm3	0.00509986269252	0.0273995791563	0.520566137167	0.0481309754455
OG_12356	FBgn0037313	CG1161	0.114711112849	0.142714761624	0.926218644887	0.53776589309
OG_2755	FBgn0053998	CG33998	0.221573269422	0.265659301578	0.41230754781	0.139483676573
OG_611	FBgn0031183	CG14621	0.0385193297766	0.0904387722315	0.684757760567	0.000105146078978
OG_13069	-	BAF	0.0128770364235	0.0412654912217	0.732085624675	0.127983615942
OG_8586	FBgn0260470	SP555	0.0946476974671	0.25241826345	0.179698577805	4.58202698006e-10
OG_19622	FBgn0266450	Kr-h1	0.0594605063962	0.0870888376322	0.811486780588	0.0159965193192
OG_10413	-	ACPM	0.146204515737	0.23513695392	0.79082272932	0.26095660965
OG_30489	-	RH6	0.0215792073262	0.0135674712485	1.0259483536	0.830204534541
OG_11932	-	TPRA1	0.0320409220799	0.110293939332	5.82814783425e-05	1.78161108055e-06
OG_26440	-	UBP3	0.0684761528404	0.154430224228	0.606067379196	1.1768364061e-14
OG_1419	FBgn0260945	Atg1	0.0168640664917	0.0110064625429	1.20775398301	0.643296836466
OG_6721	-	CODA	0.150518533525	0.373095799659	1.33513055031	0.114439598213
OG_9924	-	DNAJ2	0.0395627048288	0.0413245111151	3.76200554434	0.163405429003
OG_9440	-	NIAR	0.234235682453	0.342204575847	0.676819076306	0.011967403368
OG_8557	FBgn0264574	Glut1	0.0570874501023	0.128332729183	14.3482313088	1.11590007248e-05
OG_9492	FBgn0031745	rau	0.0336724838714	0.0870234004041	0.802275258661	0.157632358587
OG_14379	-	OG_14379	0.0522618059823	0.0443949785251	1.07656995897	0.571505881544
OG_676	FBgn0037665	St2	0.12781715778	0.270242998746	0.547412834345	7.27259992443e-05
OG_9341	FBgn0023129	aay	0.0486301685135	0.104733433934	5.38362827571e-05	0.00434275568541
OG_8080	FBgn0030964	Pvf1	0.126278391086	0.153003751442	0.933046081738	0.721278141604
OG_18444	FBgn0032292	EMC3	0.017848566457	0.0170925001265	0.878046433537	0.767284449082
OG_1081	FBgn0283494	Ak2	0.0884436852074	0.124099955544	0.7774196972	0.330934429099
OG_11027	-	MSCK	0.165401874207	0.296945689342	0.801555318266	0.0770172638448
OG_9691	-	ZN274	0.113684753515	0.22273259768	4.94721298486	0.0296845188051
OG_8515	FBgn0031865	Nha1	0.174082498244	0.259429576386	1.105820135	0.614162990251
OG_11941	-	RM45	0.051868732057	0.0945884160277	0.614504191218	0.00238322645812
OG_8695	-	SSY5	0.205202906181	0.327286912157	0.333496469066	0.00438825680726
OG_345	FBgn0026417	Hus1-like	0.0432875663419	0.10373287088	0.315900838338	8.65330651556e-06
OG_9833	-	OG_9833	0.248740140113	0.284206916062	0.620253972149	0.0679641974068
OG_10093	-	OG_10093	0.0391212475512	0.0489491145532	1.05492341921	0.782891783297
OG_8411	FBgn0030508	CG15760	0.0379519306416	0.0894549094807	0.674313238551	5.27955048966e-05
OG_18514	-	CU17	0.106705886763	0.089382481082	0.955645096411	0.863754451895
OG_2721	FBgn0014033	Sr-CI	0.163394726742	0.22301540415	1.03468614932	0.878505063619
OG_30232	-	ALX4	0.0126913772354	0.0303523648305	0.717554994647	0.0125451046901
OG_5968	FBgn0026261	bonsai	0.0994677714294	0.169356599762	1.06400335272	0.617652226392
OG_10175	-	SRP68	0.052330334423	0.0855126861083	0.728963111116	0.000566408161613
OG_3389	-	CADN	0.011897327153	0.0355102659876	0.870883660738	0.00386947580679
OG_1980	FBgn0038079	NijC	0.112963910555	0.247273682719	4.90102641311	0.000432420734507
OG_9739	-	LCP52	0.0815085372639	0.129239331556	0.693270770614	0.0947068627934
OG_9517	FBgn0005593	RpL7	0.059996483095	0.131367072426	0.197318406133	9.61962842062e-05
OG_4230	FBgn0264294	Cyt-b5	0.106687858373	0.149596943561	0.383980183342	0.681684866857
OG_8115	FBgn0039140	Miro	0.0338661473279	0.0375756573974	0.946078073977	0.641092711395
OG_8074	FBgn0260795	NaPi-III	0.0304311616784	0.0589314886972	0.760066495276	0.000178416645148
OG_11760	-	RN185	0.0276074836872	0.0354654765201	0.227807337956	0.0333609605832
OG_12347	-	OG_12347	0.180602473838	0.250999977246	0.372624608549	0.0380581082102
OG_14381	-	RSMA	0.134767419076	0.257036140815	0.59656419365	0.000798971369136
OG_8520	FBgn0000592	Est-6	0.105644922509	0.135186584252	0.512038069172	0.0001886119846
OG_1953	FBgn0052190	NUCB1	0.096170409903	0.17885522204	0.595521661529	9.06881622885e-05
OG_8284	FBgn0028475	Hrd3	0.152516159443	0.185621071675	0.92202266278	0.734653382222
OG_12023	-	HIG1A	0.0887156798664	0.10787806855	0.919098509082	0.756399199345
OG_9359	-	OG_9359	0.15862702672	0.188619484336	0.603813823908	0.0139661709036
OG_10332	-	F8I2	0.0774331850906	0.129796769297	0.572524504553	0.14821617972
OG_8078	FBgn0264075	tgo	0.0404706296077	0.0325518633573	2.18272710512	0.0530063723928
OG_30375	FBgn0266582	ND-30	0.0463449234877	0.117453037922	0.222550332158	0.000460657619583
OG_11909	FBgn0037414	Osi7	0.0448475904447	0.0686061241016	0.800066989919	0.101042238084
OG_2329	FBgn0042175	CG18858	0.0747943370283	0.134701943059	0.176608739755	0.00127856667325
OG_16747	FBgn0000308	chic	0.382443242777	0.531618831953	0.651622989659	0.680884504274
OG_3329	FBgn0037665	St2	0.0776355627993	0.0864690907614	0.888325005314	0.445939589443
OG_8155	-	TTL	0.159898284083	0.245969426289	0.115026951127	0.102468460423
OG_3819	-	SEPT1	0.0119079634588	0.0151713062131	1.51419275822	0.382505263141
OG_10007	-	LFNG	0.0711444529858	0.0819597313213	0.797633196979	0.238062520319
OG_5840	FBgn0040230	dbo	0.0897833586706	0.256026391132	0.421914669298	0.000388221250829
OG_14494	-	COG2	0.121116027862	0.206511381255	0.679415993286	2.71985654533e-05
OG_16680	-	JHBP	0.0634241735266	0.0799229404536	0.614521800578	0.31047477021
OG_30211	FBgn0027094	AlaRS	0.0455864373896	0.0920161544495	0.704751954479	0.00032554242002
OG_8443	FBgn0033179	p47	0.100337449391	0.0959367183383	0.621326482138	0.119109882132
OG_15185	-	E41L4	0.0198237485035	0.0768000800484	8.62825143612	0.186133018985
OG_10463	-	OG_10463	0.0999764300371	0.143682915042	0.750551036162	0.5762155765
OG_12089	FBgn0284435	tyn	0.0336686461001	0.0286041613322	0.935178369369	0.622267805287
OG_8891	FBgn0029170	TwdlT	0.072200623314	0.0600874362993	1.58320905366	0.231966777717
OG_9975	-	NUMB	0.0523571120576	0.117022647241	1.47343514046	0.0114539983483
OG_2535	FBgn0030616	RpL37a	0.00418033911022	0.0307704697142	0.392085264822	0.0694014374809
OG_1296	FBgn0033504	CAP	0.0657576783319	0.108002688346	0.726566041235	0.000162986735636
OG_13300	-	KIN11	0.0943341318528	0.145266674432	0.701254023853	0.0423323173086
OG_8720	FBgn0015797	Rab6	0.0271285512665	0.0228036508186	0.359691173325	0.00619789057406
OG_11873	-	ZSC30	0.0758199899029	0.189063787022	0.625545791309	1.11599046733e-05
OG_9434	-	OG_9434	0.0399131064732	0.0611004713997	0.723236750901	0.249667798572
OG_12514	-	PCKG	0.0634631618847	0.0925264378263	41.6401677821	0.0187348130325
OG_11948	-	PHP	0.174169417656	0.291964140697	0.884708234721	0.387586907574
OG_14295	-	RNLA	0.187490072531	0.22290286806	0.77144640701	0.201189653117
OG_8855	FBgn0032651	Oli	0.0411172362865	0.0412025162894	0.92854257788	0.716057209863
OG_1367	FBgn0032690	CG10333	0.0353118705929	0.0580379422219	0.869663520651	0.107421667194
OG_13359	-	NADK	0.0538614792949	0.0890968692522	0.8130702491	0.12910840432
OG_2699	FBgn0038395	CG10407	0.169037179188	0.257831980371	2.44952177564	0.149221648315
OG_30354	FBgn0000273	Pka-C1	0.0020180434728	0.0102906687989	1.58758582843	0.221368855679
OG_11720	-	VATE	0.0557084802861	0.0745051673924	0.798737402735	0.173926587496
OG_2371	FBgn0001197	His2Av	0.0170823729938	0.0459564179794	0.160186128016	0.239421110969
OG_8404	FBgn0030997	CG7990	0.132216628194	0.192589227182	0.837032850412	0.189161224397
OG_26649	-	RL4	0.0708124500524	0.197257958994	5.72739812314	1.44819953474e-07
