Gene	FBgene	GeneSymbol	OmegaBackground	OmegaTest	PvalBackground	PvalTest	PvalDiff
OG_9218	-	GP107	0.04405532737956062	0.09355633273565755	0.006640814201966605	0.4551914915897784	0.0001183032754675795
OG_13156	-	FLOT1	0.01217827750311459	0.01693350749762052	0.0990180667901206	0.5	0.6885488235308763
OG_13464	-	OG_13464	1.294157003484773	0.7018204095969988	2.331468351712829e-15	0.01695199737219139	0.2523897308515717
OG_6170	FBgn0010380	AP-1-2beta	0.0248861227065842	0.0354477041439699	0	0.0002018693014427253	1
OG_102	FBgn0261862	whd	0.1402468798096546	0.1840418545815183	0	0.08102180810721354	0.4453693975602168
OG_10323	-	MAX	0.02088897557143564	0.06591801977125106	4.455044111395523e-10	1.385946912790814e-09	0.0865807679438072
OG_13159	-	TATB	0.1493430653309187	0.2397420267582916	0.0002304657663844689	0.009594900632947434	0.1026490534580113
OG_26652	-	XPR1	0.02633863951295907	0.07634716296922263	1.316598719491857e-07	0.3378932448005662	1.002677164629873e-06
OG_2423	FBgn0260003	Dys	0.04420032068496055	0.0765269693514314	0.0006093010002379273	0.5	0.03430892586054846
OG_12588	-	JNK	0.0538236603601176	0.04735053517587109	0	7.570197155692959e-06	3.950116449491503e-07
OG_2214	FBgn0020309	crol	0.1799752479140927	0.2656416671747177	3.511180007131909e-06	0.5	0.1105403056170203
OG_9539	FBgn0035528	CG15012	0.02087710491227805	0.01975741369487555	0.5	0.5	0.999846544527022
OG_10525	-	BMP7	0.1370328159518662	0.1847962961318666	0	0	1.694200335577989e-13
OG_30455	-	PPAC	0.141723136992971	0.1374109255981089	0.405404793426722	0.5	0.8896312591212259
OG_259	FBgn0015575	alpha-Est7	0.1116988527561325	0.1606441170619645	5.018990984928529e-06	0.493766545753652	0.1735695931203445
OG_31021	FBgn0001128	Gpdh1	0.0267749702729924	0.03019797371769334	0	0.5	0.01183776548865267
OG_13299	-	RPOC2	0.3284623665658822	0.4414048959749325	0.5	0.03585777324942047	0.1996813242804856
OG_420	FBgn0034166	CG6472	0.05955476322493867	0.1007824310066299	0.5	0.5	0.1376867230505109
OG_12171	-	CG050	0.1596696169285669	0.2518582352227579	0.1804748968155697	0.4943224094675744	0.5998346551580616
OG_12124	-	TASP1	0.03654734197463631	0.08129925008076906	0.480042896282402	0.5	0.07056533185996683
OG_23152	FBW1B	-	0.005923093784916048	0.01437464999293241	7.090155814126753e-07	0.002867176119223935	0.3763962737099191
OG_12130	-	MCA3	0.1275269357859161	0.2040347216136572	1.779312362448771e-07	0.5	0.01363589121021747
OG_9863	-	TRIMR	0.1270816188839405	0.3002209557703615	4.218847493575595e-15	2.234727613514842e-07	2.518761865744068e-10
OG_4111	-	OG_4111	0.09458969982306195	0.1702515033535756	0.3254153927466201	0.09506799777568964	0.6170769969246457
OG_11406	FBgn0039909	ND-49	0.05816576339927579	0.09667627474901547	2.650057950859264e-11	1.427025164701945e-12	0.1742218108490753
OG_6323	-	WBP1L	0.3046077368577228	0.2959334963877167	1.665334536937735e-16	0.1562951564205269	0.4705318765328307
OG_1906	FBgn0038507	CG5863	0.1557959473640395	0.2757453120072726	0.2446541694834994	0.5	0.3567106652676707
OG_29892	-	OG_29892	0.2707152107019362	0.3098403324751562	0.1899968540609713	0.5	0.7323043559121334
OG_14442	-	TBX6L	0.04336481592726957	0.09245637232879013	0.03537988492440408	5.987714521982213e-07	0.0120725039193792
OG_30471	FBgn0031322	CG5001	0.1309167707364749	0.133785324135565	0.4735556507808824	0.5	0.9700437708034623
OG_11666	-	UFD1	0.02854108785023983	0.03947328998960037	0.5	0.01578235118827076	0.9547250133459044
OG_2501	FBgn0034301	CG5756	0.2275279596042375	0.3462860516106823	3.017586180931175e-13	2.030547952003303e-11	1.663750253122487e-06
OG_2255	FBgn0283680	IP3K2	0.05836509641740626	0.07107556847043982	0.08150504838023315	0.5	0.9929199627226514
OG_13844	FBgn0053196	dpy	0.4314063843427121	0.4919295959629569	0	0	0.2581992671233706
OG_11555	-	ELOV4	0.0904471669998467	0.1623555733914712	1.435819249606674e-07	0.3307693438690551	7.806022719325512e-07
OG_11169	-	OG_11169	0.823227176790102	1.70673358160523	6.249146367043323e-09	3.696376538186996e-12	0.00303456268103286
OG_22200	-	IGA4	0.2174392389113852	0.3333817439481692	0	0.229252858191622	0.000424418027511364
OG_17495	-	OG_17495	0.134175831739397	0.1593012600575049	0.000993233127389026	0.5	0.05500923437136984
OG_11517	FBgn0004652	fru	0.07428043755935156	0.08068297469828686	2.941828166735938e-06	0.5	0.1539434317764179
OG_14413	-	FEND	0.02345404191246398	0.03184462072634164	0.1456284742704629	0.01350086609761575	0.2677877236908062
OG_12024	-	BCA1	0.04849948725578812	0.02694727505506898	3.812740678732496e-09	0.4871938243019515	0.09424656095865558
OG_11872	-	YY46	0.03824013662134961	0.0919544612139963	0.03214343368301981	0.04662752271082726	0.0009878947285809625
OG_9628	FBgn0037612	CG8112	0.1195942238238273	0.1189699432637225	1.930100840263904e-08	0.5	0.1082706966673965
OG_22728	-	ERD2	0.03157569892526739	0.03491486967785565	0.5	0.5	0.9999695579079431
OG_346	FBgn0003275	Polr2F	0.006627263661887935	0.01015798454506241	0.2193310973940324	0.5	0.9976467350714067
OG_13352	-	GSHB	0.2434837806524654	0.3743209096348464	0.003108636681680543	0.4498037418330944	0.4459276000795844
OG_10012	-	YCB6	0.1567223761479039	0.134234658039181	0.007259433321514741	0.5	0.8552140514868802
OG_30930	FBgn0037773	CG5359	0.06263514511253047	0.1049744242788841	0.5	0.5	0.3329361836705971
OG_11723	-	CLC4F	0.03021071672176463	0.04257863594366185	6.891365896433133e-05	0.5	0.01415985964826116
OG_12749	-	CRFM7	0.03351857507809719	0.1431850119716082	0	4.41618529523069e-08	5.925249261240495e-07
OG_1799	FBgn0032462	CG16800	0.2670550352065967	0.3897436668113841	6.769392157934817e-09	0.4938854668595364	0.00819247304998616
OG_12697	FBgn0263782	Hmgcr	0.02469001004575797	0.0320612049587882	3.598321863140796e-06	0.5	0.207696820692026
OG_31059	-	RM52	0.135166263793225	0.2417551907149276	0.0009213266616736604	0.499368421397345	0.2099370338147737
OG_23892	-	MTX2	0.1097727053678022	0.1211891645212538	1.753362578482687e-05	0.5	0.6762453130700681
OG_125	FBgn0037064	CG9389	0.1179352027587536	0.2413101178728298	5.89039206300157e-10	0.4399157595838252	0.06553043904948619
OG_2357	FBgn0036461	Zip71B	0.05018371791973567	0.101415002322632	0.5	0.4515115124629488	0.4470791263341848
OG_581	FBgn0035480	CG14984	0.1460056451355878	0.1781452596156851	0.06184951093175872	0.5	0.8393054037795165
OG_9901	FBgn0010803	TrpRS	0.03295397831725427	0.03667924886483913	4.770159267586394e-10	0.5	0.03588836348045077
OG_1845	FBgn0035590	Tcs5	0.06673097972575784	0.1141150063553672	0.1939191126634008	0.5	0.1580074656675032
OG_9806	-	PK1L3	0.3131872032038903	0.411077956922508	0	1.543210004228968e-14	0.002934693399106125
OG_10535	-	OG_10535	0.1417776764228634	0.1920480875800157	0.002902127530224674	0.5	0.9761803790021507
OG_10200	FBgn0265434	-	0.1348617402903579	0.169483078088901	0	3.271354901873691e-05	1
OG_8655	FBgn0037330	mRpL44	0.1095567134322094	0.2175142156936294	0.4035172700137722	0.4137485690421044	0.09676847815166323
OG_13051	-	OG_13051	0.2715725789684282	0.2267707683583382	1.032958192870304e-07	0.4938741735977885	0.01211922174417757
OG_23874	-	KORA	0.01999386517227246	0.01561578481287759	0.4996344359825605	0.4045238301267943	0.9802719963748854
OG_9141	FBgn0010774	Ref1	0.04315293422641075	0.06138282188834675	0.0003411944462457517	0.5	0.2122276506948162
OG_6290	FBgn0265139	Gr2a	0.1715868305685085	0.2885692174342121	4.996003610813204e-16	0.002572706459904484	0.007440680886758089
OG_10018	FBgn0001105	Gbeta13F	0.02143526451006199	0.03404113057051798	0	0.0007967609470688197	0.106321127783241
OG_27776	-	NDHK	0.02357164848710157	0.05968890369455206	0.4546349582691571	0.5	0.3817589542501795
OG_808	-	OG_808	0.246607533512761	0.3107257879121069	0.000132266616192922	0.002043283080913838	2.094910845906739e-07
OG_9590	FBgn0035853	UbcE2M	0.01569031231890726	0.04287030002227946	8.843586096318745e-06	0.4851580545500533	0.07092255473611109
OG_14536	-	AGRG4	0.2726024121330636	0.2234201619555736	0.3937636218814535	0.3150181998061369	0.8128706305974747
OG_9622	FBgn0052432	CG32432	0.03575138880781299	0.07767434470931357	6.661338147750939e-16	3.692601779903271e-13	3.963496197911809e-14
OG_1791	FBgn0004779	Ccp84Ae	0.2281476628132875	0.3626443589768176	0.003560321501331787	0.1842459722282176	0.7883747755031023
OG_2063	FBgn0002736	mago	0.01030765668210794	0.05068393865765298	0.5	0.1432517398878435	0.1967165796562852
OG_13065	-	CHM4B	0.02565960044157011	0.01344162001369272	0.01616625816384976	0.5	0.3343669326722075
OG_1888	FBgn0031871	Fgop2	0.06139055236827781	0.07581147215601573	1.757843870464626e-11	0.5	0.3401927429542955
OG_9906	-	HARB1	0.1051942723637189	0.1373059263328592	3.514947009009006e-07	0.09814928291781772	0.1667577685919763
OG_575	FBgn0031066	COX6B	0.02479941079047753	0.06635920202510974	0.0004934404052029384	0.4831450088031682	0.0718822505407064
OG_172	FBgn0039958	CG12567	0.03910590835631265	0.05920600280050534	6.728118062682142e-12	0.5	0.0004931623071358082
OG_9571	FBgn0000615	exu	0.04356459955148045	0.1152185615617008	3.589663288838807e-09	1.43161380735668e-05	0.0003699343936488519
OG_11656	-	JMJD4	0.1659070027279297	0.2200772353590777	1.427746809667951e-13	0.01455292771215438	0.8835835325765072
OG_14600	-	PDCD7	0.1951186858298921	0.2737801789204681	0	0.001053275427350675	0.9716354459166581
OG_8103	FBgn0262733	Src64B	0.005470509497574551	0.02161997445468559	1.906212776181526e-06	2.826462397464979e-10	0.2633891545562924
OG_11539	-	YY46	0.03978481297929958	0.05157348566795116	5.549637683732733e-06	0.5	0.001394381069123929
OG_12153	FBgn0031760	Tsp26A	0.05632455704496558	0.09558828302575237	0.3417539580150745	0.001389564008961064	0.02017677841611654
OG_1401	FBgn0031070	CG12702	0.1855724563774105	0.2364030678339795	0.4422849104230475	0.5	0.8761399248276941
OG_1280	FBgn0262467	Scox	0.05331752854105459	0.07456563847128517	0.02496917376354524	0.5	0.2236481089380138
OG_1910	FBgn0050160	CG30160	0.08747339182872421	0.1493193365480477	6.672890018322164e-11	0.0008542683838179688	0.1058320545112698
OG_30527	-	SDHB	0.08259521133956009	0.1409710447959206	1.729677512329886e-11	0.006514598452021236	0.3676991813268057
OG_4555	FBgn0053526	PNUTS	0.09763867750919081	0.1846652043990076	0	1.234772061153855e-06	1.598721155460225e-14
OG_10766	-	KRP4	0.1390345315381828	0.3650305670732988	0.5	0.4986583576367292	0.00172651703681248
OG_1556	FBgn0259749	mmy	0.05337413153843513	0.08726720491588937	0.04633212400984749	0.1560131991749438	0.3652979827424826
OG_28203	FBgn0012036	Aldh	0.04801347143372495	0.04947043811213455	1.263104746440646e-05	0.5	0.3482581153029221
OG_413	FBgn0032886	CG9328	0.1314268262947321	0.169816318783386	2.04308681084342e-09	0.2539877708535362	0.9835145620458361
OG_13121	-	MMGT2	0.0294902943132711	0.05024651414408346	0.2346613183251435	0.5	0.9259127070453408
OG_15276	-	PNUT	0.05495591816613046	0.09289951554201062	0	0	2.578627175675585e-06
OG_1482	FBgn0040337	CG3021	0.07883431163044062	0.1491727094792789	0.2182970579668719	0.4051273891549179	0.2343353362647339
OG_627	FBgn0051548	CG31548	0.02382888835780217	0.06563016618275129	0.4980804377874101	0.5	0.03102967367066767
OG_12825	-	H2B3	0.001793784881768399	0.01508270704381245	0.2513173235056336	0.5	0.4896748760297294
OG_30751	-	LGR6	0.07782622972886666	0.1826663775541554	0.02494554790077469	0.01193760791361154	0.1447059787737248
OG_1002	FBgn0032586	Tpr2	0.0516901972932419	0.07563210782189314	5.465597228027086e-06	0.3481046693263366	0.2401863046406136
OG_12854	-	OG_12854	0.3984850087181361	0.7609901555191099	0.2409980409635845	0.1098068833900617	0.4129171266137271
OG_21568	FBgn0040384	CG32795	0.1485558149278546	0.3054876692853907	0.08069576277650525	0.4489296100847859	0.3813732701192667
OG_2496	FBgn0259243	Pka-R1	0.01806042524214778	0.0228855403584927	1.61306985185794e-06	1.693000562796865e-05	0.8700232298454054
OG_3328	FBgn0051522	CG31522	0.2114344314831197	0.442728547178642	4.184430579812215e-13	0	8.742694679320095e-09
OG_9998	-	TRY2	0.08783644019897237	0.1256725282379784	0.07050024002946587	0.0006032641515013593	0.08054580854648874
OG_9264	FBgn0263289	scrib	0.1978341933891544	0.3754077363379246	0.0006958988322888771	0.3538318577180104	0.001310445132659876
OG_12188	FBgn0031820	Daxx	0.2090718304432285	0.3163523411655967	7.216449660063518e-16	0.001728965644673564	0.001953734449012146
OG_671	FBgn0033226	puml	0.0503757905943038	0.06407005741471164	0.4625501606987886	0.5	0.99188253887246
OG_17783	-	ATCL	0.1816337534450167	0.2262156310715681	5.240960728736255e-07	0.007694024007213141	0.8336706779729373
OG_1042	-	CITB	0.1122385654867685	0.273803706763404	0.003555099028378306	0.002043486057218213	0.05711198620291724
OG_14349	-	SAN	0.02036568522643676	0.05474514311626182	0.5	0.5	0.5506391475475869
OG_10129	-	ATE1	0.117337825040894	0.2096186142472473	6.526742165446908e-05	2.183129305111109e-08	6.498224495499194e-06
OG_9017	-	RSBNL	0.0779492740362023	0.09424657484043805	0.002611302704726537	0.5	0.1935075977531192
OG_14430	-	RAB3	0.01765088975464192	0.05534743137584858	4.002070683867265e-05	2.279104485691796e-06	0.380527083017566
OG_8918	FBgn0038947	Sar1	0.01380679996232798	0.01555442926747438	0.3257298504229033	0.1497435845614018	0.8999175543386517
OG_8113	FBgn0004842	RYa-R	0.05128207918441906	0.05396025029070354	0.5	0.07629853317543467	0.5377627996693579
OG_13224	-	NTAQ1	0.05821132255491188	0.08506062064152087	0.5	0.5	0.9334383783832396
OG_11916	-	U119B	0.03401385916573093	0.0434921710010055	7.044365091246618e-14	0.1810538490049867	0.9175628386313188
OG_9437	FBgn0037728	p23	0.08413136461150511	0.1476367655592623	2.311104903007788e-07	0.1648368889188173	0.1049060016512042
OG_10173	FBgn0042098	CG18735	0.103872019899726	0.1115905787152728	0	4.116571663886903e-05	0.3353409917723829
OG_11591	FBgn0284221	Sema5c	0.06072269879172777	0.09705757537556557	2.355791847874489e-06	2.300210022454507e-11	1
OG_16665	-	NDC1	0.08200141668532404	0.1430168733975045	0.3292341240238853	0.5	0.08346860867737194
OG_10920	-	CHCH1	0.04567893721388452	0.08899532356518502	0.4994286007391355	0.3486486875576144	0.5717109221870972
OG_18587	-	FOXB1	0.04350597204418609	0.07093276590142686	9.916114616842497e-05	0.5	1
OG_11821	-	PTN13	0.0870871938796439	0.1380937507124893	0	3.251714942864581e-06	0
OG_11533	-	HYLS1	0.1692389630706867	0.2552868781362244	0.0005003780690361337	0.4687403322971023	0.245370300017785
OG_12416	-	RUNT	0.03935091536662193	0.05260850147154893	7.216449660063518e-16	0.5	0.03331938384030053
OG_2894	-	Y212	0.1758851117336143	0.2010912794885497	0.1195256783039008	0.5	0.8843792026798316
OG_14520	-	NDUA9	0.06512220366241031	0.1141750471120169	0.05066241088782025	0.01134995537136119	0.01525051386741427
OG_2633	FBgn0003479	spn-A	0.178949480562502	0.2916419638070557	0.1262177925548124	0.3200065901920398	0.2734666376675106
OG_13318	-	IPKA	0.05517168004718076	0.1209755462366278	0.5	0.06139059047801493	0.2309650822689685
OG_10267	FBgn0037611	CG11755	0.1341345331975358	0.1909402037033376	0.1720191418823356	0.5	0.9048384016614027
OG_8136	FBgn0013770	Cp1	0.09689434866097081	0.1753932808334282	0.3195038088314369	0.3894856604340349	0.1635878605402048
OG_2436	-	OG_2436	0.2154863253805361	0.2193426112360873	0.1526629946130319	0.01947228921078015	1
OG_12187	-	TIM8A	0.04049107537902336	0.1018093205529406	0.4561745306981729	0.05051014107055296	0.2509698187478252
OG_10274	FBgn0032635	CG15141	0.2032225111291665	0.3621567507395644	5.551115123125783e-17	0.0003236161825098116	1.437419744343416e-07
OG_1547	FBgn0002914	Myb	0.1299218094632224	0.2300757114166147	0.5	0.5	0.1583008410132752
OG_6243	FBgn0261403	sxc	0.1112914911441039	0.1994866068773634	0.3464240175106629	0.5	0.3278360299795988
OG_12531	-	OG_12531	0.2889873163361409	0.238609030012359	0.08463519544147946	0.4984949000198777	0.7426196049817219
OG_10081	FBgn0010452	trn	0.06108046795093338	0.05064709828317073	0	0.1186555275407647	0.5087213340650996
OG_349	FBgn0015278	Pi3K68D	0.01320049029346542	0.04148691708851503	0.003088216241108832	0.5	0.07943544318496176
OG_11407	-	DYH5	0.03105606478249635	0.05752870828326009	6.143571574246387e-07	0.000867168894963688	0.00384137662228079
OG_1918	FBgn0038739	CG4686	0.04912921553161842	0.1464340366052367	0.3266898740563838	0.5	0.06381200692436317
OG_8790	-	GPHR	0.01986800401303165	0.03899603236625724	2.101763207917884e-12	8.712755974960018e-05	0.2472497574165411
OG_14335	-	NOC4B	0.04736788441705327	0.08633375011759621	0.3316300171160692	0.5	0.05292442252631191
OG_13195	FBgn0051184	LSm3	0.005105382644722965	0.02742028950243641	0.5	0.5	0.5793819882518275
OG_12356	FBgn0037313	CG1161	0.1147141358583718	0.1426303211970881	0.01503557697960184	0.1128394954846161	0.9923666008294677
OG_2755	FBgn0053998	CG33998	0.2216051806138026	0.2656119780704694	0.02854128446748427	0.4272284667622319	0.5147728341856614
OG_611	FBgn0031183	CG14621	0.03847651871482366	0.09039284555664635	0.5	0.2515612923232777	0.005434187539895108
OG_13069	-	BAF	0.01290198109686218	0.04126940316138864	0.5	0.5	0.8025322786623047
OG_8586	FBgn0036549	CG10516	0.09454000776628418	0.2523850482066591	4.728416540922264e-06	0.5	2.065007974616506e-07
OG_19622	FBgn0020309	crol	0.0595277620109556	0.0871215582624067	1.596867413855563e-07	0.5	1.771320072729843e-05
OG_10413	-	ACP	0.1462417232902562	0.2352920705532608	0.002254162057192532	0.02397215707603451	1
OG_30489	-	DDX6	0.02158035897502238	0.01356568015640521	2.586568721985039e-06	0.5	0.5394132092630484
OG_11932	-	TPRA1	0.0320651870077165	0.110311596357021	2.162381952164338e-05	0.5	8.680180896281087e-08
OG_26440	-	UBP2	0.0684487215062129	0.154378921867066	2.873257187729905e-13	0.000157083107237721	8.806844142839054e-12
OG_1419	FBgn0260945	Atg1	0.0168508436298757	0.01099915377518576	0.4115046735088075	0.5	0.9941367185788471
OG_6721	-	Y165	0.1499726814812028	0.3762884909900178	2.775557561562891e-16	0	0.0002748334474852454
OG_9924	-	DNAJ	0.03956967947976581	0.04132310585690301	0.3804309686888236	0.09280171146745642	0.8517342220720069
OG_9440	-	DRC1	0.2343340227293887	0.3423056108363994	0.5	0.5	0.2465426167458956
OG_8557	FBgn0034045	CG8249	0.0571070972878151	0.1283011389823832	1.482837667826642e-05	2.078204275335338e-11	7.47995484440267e-08
OG_9492	FBgn0031745	rau	0.03364215929624995	0.08701444358160192	1.47146739237769e-11	5.808686864838819e-13	1.697246886700476e-06
OG_14379	-	OG_14379	0.0522673705350275	0.04440997341205603	0.5	0.5	1
OG_676	FBgn0034887	St1	0.1278315099474479	0.2699981161955442	0.008364500378325479	0.000589861421575355	0.1316847191149868
OG_9341	FBgn0023129	aay	0.04860468263500603	0.1046959326168443	0.5	0.07094751173170394	0.01748306051118842
OG_8080	FBgn0030964	Pvf1	0.1262152385693142	0.1529418776401605	0.5	0.5	0.9480452997707829
OG_18444	FBgn0032292	EMC3	0.01785353673465012	0.01710688549757707	0.007399262739109624	0.5	0.8433142916366394
OG_1081	FBgn0283494	Ak2	0.08846127804782339	0.1240648586029616	0.06603507598962016	0.5	0.9057495169487086
